0,1,2,3,is_facility
Susanville Indian Rancheria,"745 Joaquin Street, Susanville CA 96130",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: ahart@sir-nsn.gov,FALSE
Susanville Indian Rancheria,Diamond Mountain Casino,"745 Joaquin Street, Susanville CA 96130",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Swinomish Indian Tribal Community,"11404 Moorage Way, LaConner WA 98257",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: sedwards@swinomish.nsn.us,FALSE
Swinomish Indian Tribal Community,Swinomish Casino & Lodge,"11404 Moorage Way, LaConner WA 98257",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Sycuan Band of the Kumeyaay Nation,"5459 Sycuan Road, El Cajon CA 92019",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Cmartinez@sycuan-nsn.gov,FALSE
Sycuan Band of the Kumeyaay Nation,Sycuan Resort & Casino,"5459 Sycuan Road, El Cajon CA 92019",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Table Mountain Rancheria,"P.O. Box 410 23736 Sky Harbour Rd, Friant CA 93626",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: mhcordova@tmr.org,FALSE
Table Mountain Rancheria,Table Mountain Casino Resort,"P.O. Box 410 23736 Sky Harbour Rd, Friant CA 93626",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,"627 Grandview Avenue, Pawhuska OK 74056",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: gstandingbear@osagenation-nsn.gov,FALSE
The Osage Nation,Osage Casino Ponca City,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Sand Springs,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Skiatook,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Tulsa,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Bartlesville,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Hominy,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
The Osage Nation,Osage Casino Pawhuska,"627 Grandview Avenue, Pawhuska OK 74056",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Thlopthlocco Tribal Town, Oklahoma","P.O. Box 188, Okemah OK 74859",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: rmorrow@tttown.org,FALSE
"Thlopthlocco Tribal Town, Oklahoma",Golden Pony Casino,"P.O. Box 188, Okemah OK 74859",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Three Affiliated Tribes of the Fort Berthold Reservation,"404 Frontage Rd., New Town ND 58763",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: chairmanfox@mhanation.com,FALSE
Three Affiliated Tribes of the Fort Berthold Reservation,4 Bears Casino and Lodge,"404 Frontage Rd., New Town ND 58763",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Three Affiliated Tribes of the Fort Berthold Reservation,,,spencer@4bearscasino.com,TRUE
Three Affiliated Tribes of the Fort Berthold Reservation,American Legion Post 290,"404 Frontage Rd., New Town ND 58763",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Three Affiliated Tribes of the Fort Berthold Reservation,The River Willow,"404 Frontage Rd., New Town ND 58763",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Three Affiliated Tribes of the Fort Berthold Reservation,Sportman's Bar,"404 Frontage Rd., New Town ND 58763",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Tohono O'odham Nation of Arizona,"P.O. Box 837, Sells AZ 85634",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: verlon.jose@tonation-nsn.gov,FALSE
Tohono O'odham Nation of Arizona,Desert Diamond Casino - White Tanks,"P.O. Box 837, Sells AZ 85634",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Tohono O'odham Nation of Arizona,"Desert Diamond Casino West Valley, Si'al Ke:k","P.O. Box 837, Sells AZ 85634",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Tohono O'odham Nation of Arizona,Desert Diamond Why,"P.O. Box 837, Sells AZ 85634",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Tohono O'odham Nation of Arizona,Desert Diamond Tucson,"P.O. Box 837, Sells AZ 85634",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Tohono O'odham Nation of Arizona,Desert Diamond Sahuarita,"P.O. Box 837, Sells AZ 85634
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tolowa Dee-ni' Nation,"12801 Mouth of Smith River Road, Smith River CA 95567","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: jeri.thompson@tolowa.com",,FALSE
Tolowa Dee-ni' Nation,Lucky 7 Casino,"12801 Mouth of Smith River Road, Smith River CA 
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tolowa Dee-ni' Nation,,95567,,TRUE
Tolowa Dee-ni' Nation,Lucky 7 Fuel Mart,"12801 Mouth of Smith River Road, Smith River CA 
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Tolowa Dee-ni' Nation,,95567,,TRUE
Tonkawa Tribe of Indians of Oklahoma,"1 Rush Buffalo Rd., Tonkawa OK 74653","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: rmartin@tonkawatribe.com",,FALSE
Tonkawa Tribe of Indians of Oklahoma,Tonkawa Gasino,"1 Rush Buffalo Rd., Tonkawa OK 74653
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tonkawa Tribe of Indians of Oklahoma,Tonkawa Indian Casino West,"1 Rush Buffalo Rd., Tonkawa OK 74653
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tonkawa Tribe of Indians of Oklahoma,Native Lights Casino,"1 Rush Buffalo Rd., Tonkawa OK 74653
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tonto Apache Tribe of Arizona,"Tonto Apache Reservation #30, Payson AZ 85541","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: cjohnson@tontoapache.org",,FALSE
Tonto Apache Tribe of Arizona,Mazatzal Hotel & Casino,"Tonto Apache Reservation #30, Payson AZ 85541
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
"Torres Martinez Desert Cahuilla Indians, California","66725 Martinez Road, Thermal CA 92274","Class Type: Class III   See 25 CFR 502.3 & 4 
Email Address: Joseph.Mirelez@torresmartinez-",,FALSE
"Torres Martinez Desert Cahuilla Indians, California",,nsn.gov,,TRUE
"Torres Martinez Desert Cahuilla Indians, California",Red Earth Casino,"66725 Martinez Road, Thermal CA 92274
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tulalip Tribes of Washington,"6406 Marine Dr, Tulalip WA 98271","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: trgobin@tulaliptribes-nsn.gov",,FALSE
Tulalip Tribes of Washington,Tulalip Bingo,"6406 Marine Dr, Tulalip WA 98271
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Tulalip Tribes of Washington,Tulalip Resort Casino,"6406 Marine Dr, Tulalip WA 98271
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Tulalip Tribes of Washington,Quil Ceda Creek Night Club & Casino,"6406 Marine Dr, Tulalip WA 98271
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Tunica-Biloxi Indian Tribe of Louisiana,"P.O. Box 1589 150 Melacon Drive, Marksville LA 71351-","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: mpierite@tunica.org",,FALSE
Tunica-Biloxi Indian Tribe of Louisiana,Paragon Casino & Resort,"P.O. Box 1589 150 Melacon Drive, Marksville LA 71351",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria,"P.O. Box 699 19595 Mi-Wu Street, Tuolumne CA 95379","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: kday@mewuk.com",,FALSE
Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria,Black Oak Casino Resort,"P.O. Box 699 19595 Mi-Wu Street, Tuolumne CA 95379",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Turtle Mountain Band of Chippewa Indians,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: jamie.azure@tmbci.org",,FALSE
Turtle Mountain Band of Chippewa Indians,Turtle Mountain Bingo Palace/Sprung,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,Outdoor Recreation Development Association (ORDA),"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,Keya Radio Station,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,Grand Treasures Casino,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,Knights of Columbus (KC),"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,LaDot's Lounge,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II  See 25 CFR 502.3 & 4",,TRUE
Turtle Mountain Band of Chippewa Indians,Sky Dancer Hotel & Casino,"P.O. Box 900 4180 Highway 281, Belcourt ND 58316
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Twenty Nine Palms Band of Mission Indians,"46200 Harrison Place, Coachella CA 92236","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: chairman@29palmsbomi-nsn.gov",,FALSE
Twenty Nine Palms Band of Mission Indians,Tortoise Rock Casino,"46200 Harrison Place, Coachella CA 92236
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Twenty Nine Palms Band of Mission Indians,Tortoise Rock Casino,"46200 Harrison Place, Coachella CA 92236
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Twenty Nine Palms Band of Mission Indians,Spotlight 29 Casino,"46200 Harrison Place, Coachella CA 92236
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
United Auburn Indian Community of the Auburn Rancheria,"10720 Indian Hill Road, Auburn CA 95603","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: jwilliams@auburnrancheria.com;",,FALSE
United Auburn Indian Community of the Auburn Rancheria,,Lball@auburnrancheria.com,,TRUE
United Auburn Indian Community of the Auburn Rancheria,Thunder Valley Casino,"10720 Indian Hill Road, Auburn CA 95603
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Upper Sioux Community,"P.O. Box 147 5722 Travers Lane, Highway 67, Granite Falls MN","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: kevinj@uppersiouxcommunity-",,FALSE
Upper Sioux Community,56241,nsn.gov,,TRUE
Upper Sioux Community,Prairies Edge Convenience Store Non-Smoking Casino,"P.O. Box 147 5722 Travers Lane, Highway 67, Granite 
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Upper Sioux Community,,Falls MN 56241,,TRUE
Upper Sioux Community,Prairie's Edge Casino Resort,"P.O. Box 147 5722 Travers Lane, Highway 67, Granite 
Game Class Type:  Class II & III  See 25 CFR 502.3 & 4",,TRUE
Upper Sioux Community,,Falls MN 56241,,TRUE
Upper Skagit Indian Tribe of Washington,"25944 Community Plaza Way, Sedro Woolley WA 98284","Class Type: Class II & III   See 25 CFR 502.3 & 4 
Email Address: marilyns@upperskagit.com",,FALSE
Upper Skagit Indian Tribe of Washington,Skagit Valley Casino Resort,"25944 Community Plaza Way, Sedro Woolley WA 
Game Class Type:  Class III  See 25 CFR 502.3 & 4",,TRUE
Upper Skagit Indian Tribe of Washington,,98284,,TRUE
Ute Mountain Ute Tribe,"P.O. Box JJ, Towaoc CO 81334",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: manuel.heart@utemountain.org,FALSE
Ute Mountain Ute Tribe,Ute Mountain Casino,"P.O. Box JJ, Towaoc CO 81334",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Viejas Band of Kumeyaay Indians,"P.O. Box 908 #1 Viejas Grade Road, Alpine CA 91901",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: KDunne@viejas-nsn.gov,FALSE
Viejas Band of Kumeyaay Indians,Viejas Bingo,"P.O. Box 908 #1 Viejas Grade Road, Alpine CA 91901",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Viejas Band of Kumeyaay Indians,Viejas Casino,"P.O. Box 908 #1 Viejas Grade Road, Alpine CA 91901",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Viejas Band of Kumeyaay Indians,Viejas Casino,"P.O. Box 908 #1 Viejas Grade Road, Alpine CA 91901",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Washoe Tribe of Nevada and California,"919 Hwy. 395 South, Gardnerville NV 89410",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: serrell.smokey@washoetribe.us,FALSE
Washoe Tribe of Nevada and California,Wa She Shu Center,"919 Hwy. 395 South, Gardnerville NV 89410",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Washoe Tribe of Nevada and California,Wa She Shu Center,"919 Hwy. 395 South, Gardnerville NV 89410",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"35500 Eagleview Rd, Ogema MN 56569",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: Michael.Fairbanks@whiteearth-,FALSE
White Earth Nation,,,nsn.gov,TRUE
White Earth Nation,3 Bears Golf Course dba Berry's Liquor Store&Towing,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"City of Callaway, d/b/a Callaway Liquor Store","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Cedar Crest Resort, LLC","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Cedar Crest Resort, LLC","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Mahnomen Fire and Relief Association d/b/a Wild Rice,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Naytahwaush Sports Complex,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Mahnomen Country Club,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Roy Lake Store, LLC","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Bendickson General Store,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Shooting Star Casino-Bagley,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Double Barrel, LLC, d/b/a Ruffed Grouse Roadhouse","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"RM Beverage, Inc. d/b/a Lean to Tavern","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,M & W Foods Ogema,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"City of Mahnomen, d/b/a Wild Rice Lounge","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Sundown Bar,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Shooting Star Casino-Mahnomen,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Pinehurst Resort and Lodge, Inc.","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Ogema Fire Department, d/b/a Ogema Liquor Store","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"McArthur's Village Store, Inc.","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,M&W Service of White Earth,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,"Backwoods ICL, LLC dba Ice Cracking Lodge","35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
White Earth Nation,Peachy's Pub ALB Food & Beverage LLC,"35500 Eagleview Rd, Ogema MN 56569",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"White Mountain Apache Tribe of the Fort Apache Reservation, AZ","201 E. Walnut St, Whiteriver AZ 85941",Class Type: Class III   See 25 CFR 502.3 & 4,Email Address: kaseyvelasquez@wmat.us,FALSE
"White Mountain Apache Tribe of the Fort Apache Reservation, AZ",Hon Dah Resort - Casino,"201 E. Walnut St, Whiteriver AZ 85941",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Wichita and Affiliated Tribes,"P.O. Box 729, Anadarko OK 73005",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: wec@wichitatribe.com,FALSE
Wichita and Affiliated Tribes,Sugar Creek Casino,"P.O. Box 729, Anadarko OK 73005",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Wilton Rancheria, California","9728 Kent Street, Elk Grove CA 95758",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address:,FALSE
"Wilton Rancheria, California",Sky River Casino,"9728 Kent Street, Elk Grove CA 95758",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Winnebago Tribe of Nebraska,"100 Bluff Street P.O. Box 687, Winnebago NE 68071",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tori.kitcheyan@winnebagotribe.com,FALSE
Winnebago Tribe of Nebraska,WinnaVegas Casino,"100 Bluff Street P.O. Box 687, Winnebago NE 68071",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Winnebago Tribe of Nebraska,Native Star Casino,"100 Bluff Street P.O. Box 687, Winnebago NE 68071",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Winnebago Tribe of Nebraska,Iron Horse Bar & Casino,"100 Bluff Street P.O. Box 687, Winnebago NE 68071",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Wyandotte Nation, Oklahoma","8 Turtle Drive, Wyandotte OK 74370",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bfriend@wyandotte-nation.org,FALSE
"Wyandotte Nation, Oklahoma",Crosswinds Casino,"8 Turtle Drive, Wyandotte OK 74370",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Wyandotte Nation, Oklahoma",Wyandotte Nation 7th St. Casino,"8 Turtle Drive, Wyandotte OK 74370",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
"Wyandotte Nation, Oklahoma",River Bend Casino,"8 Turtle Drive, Wyandotte OK 74370",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Wyandotte Nation, Oklahoma",Lucky Turtle Casino,"8 Turtle Drive, Wyandotte OK 74370",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Yankton Sioux Tribe of South Dakota,"P.O. Box 1153 800 Main Street SW, Wagner SD 57380",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: robertflyinghawk@gmail.com,FALSE
Yankton Sioux Tribe of South Dakota,Yankton Sioux Travel Plaza,"P.O. Box 1153 800 Main Street SW, Wagner SD 57380",Game Class Type:  Class II  See 25 CFR 502.3 & 4,TRUE
Yankton Sioux Tribe of South Dakota,Fort Randall Casino,"P.O. Box 1153 800 Main Street SW, Wagner SD 57380",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Yavapai Apache Nation of the Camp Verde Indian Reservation, AZ","2400 W. Datsi Street, Camp Verde AZ 86322",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: tlewis@yan-gaming.org,FALSE
"Yavapai Apache Nation of the Camp Verde Indian Reservation, AZ",Cliff Castle Casino,"2400 W. Datsi Street, Camp Verde AZ 86322",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
"Yavapai Apache Nation of the Camp Verde Indian Reservation, AZ",Cliff Castle Casino,"2400 W. Datsi Street, Camp Verde AZ 86322",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Yavapai-Prescott Indian Tribe,"530 East Merritt St. 305 S. Heather Heights, Prescott AZ",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: bogo@ypit.com,FALSE
Yavapai-Prescott Indian Tribe,Bucky's Casino,"530 East Merritt St. 305 S. Heather Heights, Prescott AZ",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Yavapai-Prescott Indian Tribe,,863012038,,TRUE
Yavapai-Prescott Indian Tribe,Yavapai Casino,"530 East Merritt St. 305 S. Heather Heights, Prescott AZ",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Yavapai-Prescott Indian Tribe,,863012038,,TRUE
Yocha DeHe Wintun Nation,"P.O. Box 18, Brooks CA 95606",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: aroberts@yochadehe-nsn.gov,FALSE
Yocha DeHe Wintun Nation,Cache Creek Casino Resort,"P.O. Box 18, Brooks CA 95606",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ysleta del Sur Pueblo,"119 S. Old Pueblo Road, El Paso TX 79907",Class Type: Class II   See 25 CFR 502.3 & 4,Email Address: michael.silvas@ydsp-nsn.gov,FALSE
Ysleta del Sur Pueblo,Speaking Rock Casino & Entertainmnt Ctr -,"119 S. Old Pueblo Road, El Paso TX 79907",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Ysleta del Sur Pueblo,Speaking Rock Casino & Entertainmnt Ctr -,"119 S. Old Pueblo Road, El Paso TX 79907",Game Class Type:  Class II & III  See 25 CFR 502.3 & 4,TRUE
Yurok Tribe of the Yurok Reservation,"P.O. Box 1027 190 Klamath Blvd., Klamath CA 95548",Class Type: Class II & III   See 25 CFR 502.3 & 4,Email Address: jjames@yuroktribe.nsn.us,FALSE
Yurok Tribe of the Yurok Reservation,Redwood Hotel Casino,"P.O. Box 1027 190 Klamath Blvd., Klamath CA 95548",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Yurok Tribe of the Yurok Reservation,Redwood Hotel Casino,"P.O. Box 1027 190 Klamath Blvd., Klamath CA 95548",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Yurok Tribe of the Yurok Reservation,Redwood Hotel Casino,"P.O. Box 1027 190 Klamath Blvd., Klamath CA 95548",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
Yurok Tribe of the Yurok Reservation,Redwood Hotel Casino,"P.O. Box 1027 190 Klamath Blvd., Klamath CA 95548",Game Class Type:  Class III  See 25 CFR 502.3 & 4,TRUE
